codigo;nome do produto;sexo;tamanho;cor;imagem;quantidade;valor de custo;perc lucro;valor de venda
13;Meia You Baby;Feminino;5 a 24 Meses;Sortida;Image 20 setembro 2020 10:12 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec3MxPVb16lECziI/fldknrxBWGyUjOsAV/atty0WiFn9ywyntIy);5;R$3.01;100%;R$6.90
18;Joelheira Selene;Feminino;Unico;;Image 20 setembro 2020 10:33 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMaYfkvzAvKMEBU/fldknrxBWGyUjOsAV/att2mTyNZ0i8jpHYY);2;R$7.54;90%;R$14.90
19;Joelheira Selene;Masculino;Unico;;Image 20 setembro 2020 10:32 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recI2USDich16znIg/fldknrxBWGyUjOsAV/attdVxYho5cmYtlU1);1;R$7.54;90%;R$14.90
21;"Mijão B. Molhado Bordado";Feminino;XG - Bebê;;Image 20 setembro 2020 10:35 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recsz7EkKOV2QuB6J/fldknrxBWGyUjOsAV/atthi0yX4LFP7mqv8);2;R$8.52;70%;R$14.90
22;"Mijão Liso Flaphy";Unisex;M - Bebê;Sortida;Image 20 setembro 2020 01:11 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjMQ0bouiwKdEaz/fldknrxBWGyUjOsAV/atthJ0M1ZOhRfjK0m), Image 20 setembro 2020 01:12 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjMQ0bouiwKdEaz/fldknrxBWGyUjOsAV/attKTlTIrkqByJOpk);1;R$3.76;100%;R$8.90
24;"Mijão Estampado Flaphy";Unisex;P - Bebê;Sortida;Image 20 setembro 2020 01:15 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSefVlrQQLox4rF/fldknrxBWGyUjOsAV/attoG9z9wTQfqj6qg);3;R$7.01;100%;R$14.90
25;"Mijão Estampado Flaphy";Unisex;M - Bebê;Sortida;Image 20 setembro 2020 01:16 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWJjgW9G54cYTLp/fldknrxBWGyUjOsAV/attXZHm5HR3HhoRIX), Image 20 setembro 2020 01:16 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWJjgW9G54cYTLp/fldknrxBWGyUjOsAV/attmOW2aIZnxVW6l1);2;R$7.01;100%;R$14.90
26;"Mijão Estampado Flaphy";Unisex;G - Bebê;Sortida;Image 20 setembro 2020 01:18 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTRSmh75hjbmBuC/fldknrxBWGyUjOsAV/attsns9RPFTp6wYMG), Image 20 setembro 2020 01:18 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recTRSmh75hjbmBuC/fldknrxBWGyUjOsAV/attBeB85DEyYOxo51);2;R$7.01;100%;R$14.90
35;Meia You Baby;Feminino;RN - Recém Nascido;Sortida;Image 20 setembro 2020 11:04 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/receC0bSBtE02oCOr/fldknrxBWGyUjOsAV/attoOrEOSDj0Emoto);5;R$3.01;100%;R$6.90
37;Meia Sapatilha You Baby ;Feminino;RN - Recém Nascido;Sortida;Image 20 setembro 2020 11:05 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recvWC0ZZ3hJNzhiX/fldknrxBWGyUjOsAV/attZqY5c9ebJzUvoH);2;R$4.85;70%;R$8.90
38;Vestido Abrange Corações;Feminino;P - Bebê;Rosa;Image 20 setembro 2020 11:06 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgjX6L9YLYf6u2K/fldknrxBWGyUjOsAV/attmpv4NPfonVZDYp);1;R$14.33;60%;R$23.90
43;Sunga Boxer Akamai;Masculino;2 Anos;Sortido;Image 20 setembro 2020 01:20 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recSCMg0A1eivUUkb/fldknrxBWGyUjOsAV/attQW9eTIVfOzHWFA);1;R$19.40;60%;R$31.90
45;"Regata Carros Animais Alenice";Masculino;M - Bebê;;Image 20 setembro 2020 11:09 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recWN78pb4gEqtyo8/fldknrxBWGyUjOsAV/attslr9UfhzlcR4sE);2;R$9.17;60%;R$15.90
49;"Bermuda Tactel Marlan ";Masculino;1 Ano;;Image 20 setembro 2020 11:16 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVPrbfShrQLKMOW/fldknrxBWGyUjOsAV/att4wsUUo7rTO8EQZ);1;R$14.00;70%;R$24.90
50;"Bermuda Tactel Marlan ";Masculino;2 Anos;;Image 20 setembro 2020 11:17 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec98dKpTLPlTz0DD/fldknrxBWGyUjOsAV/attwD7eqL0DplOvko), bermuda-bebe-masculino-pb-a-003-1_5320.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec98dKpTLPlTz0DD/fldknrxBWGyUjOsAV/attKvK93KYsqHh07D);2;R$14.01;70%;R$24.90
66;Bermuda Moletinho Dinossauros B. Bagunça;Masculino;2 Anos;;Image 20 setembro 2020 10:51 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNXXy71e1h76zZ2/fldknrxBWGyUjOsAV/attjVP78SBpVsPxOu), Image 20 setembro 2020 10:51 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recNXXy71e1h76zZ2/fldknrxBWGyUjOsAV/attE1IKeoNft5jSOi);1;R$14.65;70%;R$25.90
210;Conjunto Masculino Regata Estampada Dia de Pescaria e Bermuda Tactel 34302 - Brandili;Masculino;2 Anos;Amarelo;brandili_34302_1_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwWhDF5xTMs1vw4/fldknrxBWGyUjOsAV/attdpA302RnwFsEJa);1;R$24.61;50%;R$37.90
68;Conjunto Surf Alenice;Masculino;P - Bebê;;Image 23 setembro 2020 08:20 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5k1S3jfM4mH821/fldknrxBWGyUjOsAV/attNJaMEy0xlu3eoG), Image 23 setembro 2020 08:21 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5k1S3jfM4mH821/fldknrxBWGyUjOsAV/att2jCBL1sYf3LzBP), conjunto-bebe-masculino-surfando-mescla-alenice-40988-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5k1S3jfM4mH821/fldknrxBWGyUjOsAV/atttlJdXKWHkQmt2R);1;R$20.03;55%;R$31.90
73;Conjunto Picolé Alenice;Feminino;P - Bebê;;conjunto-bebe-feminino-picole-azul-alenice-41025-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnjf7VX3NhA3dBH/fldknrxBWGyUjOsAV/att0hHjyd8ooQLvJv);1;R$20.02;55%;R$31.90
81;Body Doces Alenice;Feminino;P - Bebê;;body-bebe-feminino-doces-vermelho-alenice-41017.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recPBYD9a93okXdDJ/fldknrxBWGyUjOsAV/att2e3NXt7Vm3jOQ6);1;R$13.93;50%;R$21.90
82;Body Doces Alenice;Feminino;M - Bebê;;body-bebe-feminino-doces-vermelho-alenice-41017.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuYYSr8lTgSdLoM/fldknrxBWGyUjOsAV/att2e3NXt7Vm3jOQ6), body-bebe-feminino-doces-verde-alenice-41017.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuYYSr8lTgSdLoM/fldknrxBWGyUjOsAV/attt9dwS1SJQqQaog);2;R$13.93;50%;R$21.90
83;Body Doces Alenice;Feminino;G - Bebê;;body-bebe-feminino-doces-vermelho-alenice-41017.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrhhZryzhATnSZM/fldknrxBWGyUjOsAV/att2e3NXt7Vm3jOQ6), body-bebe-feminino-doces-verde-alenice-41017.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recrhhZryzhATnSZM/fldknrxBWGyUjOsAV/attt9dwS1SJQqQaog);2;R$13.93;50%;R$21.90
84;Macaquinho Infantil Elian;Feminino;1 Ano;;231287-vermelho.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMfQzk0wAUq3fNQ/fldknrxBWGyUjOsAV/attKk6kYUOFEqnowI);1;R$19.01;70%;R$32.90
86;Calça Lisa Suedine Marlan;Unisex;M - Bebê;;calca-suedine-bebe-unissex-mescla-marlan-54136.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recUN4ppfD2KXyoS7/fldknrxBWGyUjOsAV/attFOI0W1E0xPkjzQ);1;R$12.48;70%;R$21.90
87;Calça Lisa Suedine Marlan;Unisex;P - Bebê;;calca-suedine-bebe-unissex-mescla-marlan-54136.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reciEvz9ea1s6LeJ2/fldknrxBWGyUjOsAV/attFOI0W1E0xPkjzQ);1;R$12.48;70%;R$21.90
88;Calça Lisa Suedine Marlan;Feminino;G - Bebê;;calca-suedine-bebe-unissex-pink-marlan-54136.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recPamdIrtoL1Vpy4/fldknrxBWGyUjOsAV/att5o0uOUcdaTWp3V);1;R$12.48;70%;R$21.90
89;Calça Lisa Suedine Marlan;Feminino;M - Bebê;;calca-suedine-bebe-unissex-pink-marlan-54136.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8I2iUyVliKmYHG/fldknrxBWGyUjOsAV/att5o0uOUcdaTWp3V);1;R$12.48;70%;R$21.90
90;Calça Lisa Suedine Marlan;Feminino;P - Bebê;;calca-suedine-bebe-unissex-pink-marlan-54136.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recJQRNAPZUoYQ4aj/fldknrxBWGyUjOsAV/att5o0uOUcdaTWp3V);1;R$12.48;70%;R$21.90
708;Conjunto Body e Short Curto Onça;Feminino;P - Bebê;Rosa;;1;R$19.70;100%;R$39.90
91;Body Mulher-Maravilha Marlan;Feminino;P - Bebê;;body-bebe-feminino-mulher-maravilha-marinho-marlan-m4063.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbFhrV6MBCm78q9/fldknrxBWGyUjOsAV/att4K0midgNgaJP02);1;R$19.72;55%;R$31.90
92;Body Mulher-Maravilha Marlan;Feminino;G - Bebê;;body-bebe-feminino-mulher-maravilha-marinho-marlan-m4063.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQUY5w0AOOw3fnU/fldknrxBWGyUjOsAV/att4K0midgNgaJP02);1;R$19.72;55%;R$31.90
93;Calça Tricô Remyro;Feminino;P - Bebê;;Image 23 setembro 2020 08:34 AM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQ9DOfYTIRBljbP/fldknrxBWGyUjOsAV/att9T9GBXVz14terz), calca-trico-bebe-feminina-listrada-pink-remyro-0123-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQ9DOfYTIRBljbP/fldknrxBWGyUjOsAV/attkrqcjHwawMuWhV), calca-trico-bebe-feminina-listrada-pink-remyro-0123-1.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recQ9DOfYTIRBljbP/fldknrxBWGyUjOsAV/attNcrNlsdKAnTU8J);2;R$19.01;55%;R$29.90
94;Calça Tricô Remyro;Feminino;G - Bebê;;calca-trico-bebe-feminina-listrada-pink-remyro-0123-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recyEg6g74chXFmQ9/fldknrxBWGyUjOsAV/attkrqcjHwawMuWhV), calca-trico-bebe-feminina-listrada-pink-remyro-0123-1.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recyEg6g74chXFmQ9/fldknrxBWGyUjOsAV/attNcrNlsdKAnTU8J);1;R$19.01;55%;R$29.90
98;Vestido Floresta Alenice;Feminino;P - Bebê;;vestido-bebe-feminino-floresta-rosa-alenice-41022-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recEIDUyjUTTziLxh/fldknrxBWGyUjOsAV/att6wZEh6y5PsVEbM);1;R$13.93;60%;R$22.90
99;Vestido Floresta Alenice;Feminino;M - Bebê;;vestido-bebe-feminino-floresta-rosa-alenice-41022-2.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recGW6iSnDITgjAMa/fldknrxBWGyUjOsAV/att6wZEh6y5PsVEbM);1;R$13.93;60%;R$22.90
102;Conjunto Elian Branco e Rosa;Feminino;G - Bebê;;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckJQReKr5pFF8Tv/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);1;R$17.01;80%;R$31.90
103;Conjunto Elian Branco e Rosa;Feminino;M - Bebê;;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recN68ifpVXp0K1aD/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);1;R$17.01;80%;R$31.90
104;Conjunto Elian Branco e Rosa;Feminino;P - Bebê;;21955-branco.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recYduVOA9qD9n6TF/fldknrxBWGyUjOsAV/attapuYInSrA0i6JJ);1;R$17.01;80%;R$31.90
107;"Calça Bege Marlan";Feminino;P - Bebê;;Image 22 setembro 2020 11:21 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attp4Xh9JaVjGiDK3), Image 22 setembro 2020 11:22 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attDoBLw1U7tNHFEb), calca-bebe-feminina-bege-marlan-40405.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attstt5ptBjLUdpLP), Image 22 setembro 2020 11:22 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recl2VEdvBcUZkdBr/fldknrxBWGyUjOsAV/attvdru5koflNwF2i);1;R$13.61;55%;R$21.90
109;Conjunto Mijão + Camiseta;Unisex;RN - Recém Nascido;;Image 22 setembro 2020 10:49 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/att9fqNBF67w2IE4Z), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/attYA2LBbOM0ESk38), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec0uIOE3VYkCXPoh/fldknrxBWGyUjOsAV/attuoQElN64qikput);3;R$7.49;50%;R$11.90
110;Conjunto Body + Shortinho;Unisex;RN - Recém Nascido;;Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attlVZkE8CZyxZAf9), Image 22 setembro 2020 10:50 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attT2gSDMfa34R70J), Image 22 setembro 2020 10:51 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recif81aE21R5PVDy/fldknrxBWGyUjOsAV/attdrQBS6cdMmdllv);1;R$8.15;70%;R$14.90
111;Body Infantil Algodão;Feminino;RN - Recém Nascido;;Image 22 setembro 2020 10:51 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attqHnoPAsij0XKOh), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attPqLcSbsaCqeRek), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rect4LlFQzIeuQuPv/fldknrxBWGyUjOsAV/attJ4t63qzK1HCjeE);5;R$5.43;70%;R$9.90
112;Body Com Manga ;Feminino;RN - Recém Nascido;;Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqU6VVHqKErUbEu/fldknrxBWGyUjOsAV/attSXrB2qf2eJ09yk), Image 22 setembro 2020 10:52 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recqU6VVHqKErUbEu/fldknrxBWGyUjOsAV/att92C1GYA5TehKa0);2;R$7.26;50%;R$11.90
115;Body Bordado;Feminino;RN - Recém Nascido;;Image 22 setembro 2020 10:55 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attJU0PHaXZxT6jWE), Image 22 setembro 2020 10:55 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/att1pYwbAZDU4VXPS), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attj9uFkKoAMwfGC9), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/attJsA8ko3graxT6p), Image 22 setembro 2020 10:56 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec5y2jkj4hdhDjTw/fldknrxBWGyUjOsAV/att74MAwtj3bqEV2l);5;R$7.53;50%;R$11.90
116;Conjunto Camiseta + Shortinho;Unisex;G - Bebê;;Image 22 setembro 2020 10:57 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVNYWZfC0LPTYA0/fldknrxBWGyUjOsAV/attqcznRAA0XI0XwT), Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recVNYWZfC0LPTYA0/fldknrxBWGyUjOsAV/attkrqoEwGr9QPzI7);4;R$7.17;80%;R$13.90
118;Kit Camiseta + Cueca;Masculino;G - Bebê;;Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuuoJmXXOm9ddlv/fldknrxBWGyUjOsAV/attxIsmMuToHshUnC), Image 22 setembro 2020 10:58 PM.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recuuoJmXXOm9ddlv/fldknrxBWGyUjOsAV/attz6ilz3K66jPeKm);2;R$7.54;50%;R$11.90
119;Faixa de Cabelo Candy Raccoon;Feminino;Unico;;0.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recMoKPbd50McuDyZ/fldknrxBWGyUjOsAV/attUSxGTXyhHU5Wte);4;R$4.72;40%;R$7.90
120;Banho de Sol Candy Azul Raccoon;Feminino;P - Bebê;;02.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recbxJlFosOrUUt9Z/fldknrxBWGyUjOsAV/attPpfM6TsNPLcw2B);1;R$18.86;55%;R$29.90
121;Banho de Sol Candy Azul Raccoon;Feminino;M - Bebê;;02.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8ysU5hfIreP7X6/fldknrxBWGyUjOsAV/attPpfM6TsNPLcw2B);1;R$18.86;55%;R$29.90
123;"Banho de Sol Candy Rosa Raccoon";Feminino;1 Ano;;01.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recG21SFUQkX5dbWb/fldknrxBWGyUjOsAV/atteUDn1D3jUqAzFg);1;R$19.91;45%;R$29.90
125;"Banho de Sol Candy Rosa Raccoon";Feminino;3 Anos;;01.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckrHt750lpibcMf/fldknrxBWGyUjOsAV/atteUDn1D3jUqAzFg);1;R$19.91;45%;R$29.90
126;"Body + Short Avião Cinza";Masculino;P - Bebê;;13.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2wHOmGaDiRxk82/fldknrxBWGyUjOsAV/attdAaHTu1nJjGIEy);1;R$23.18;50%;R$35.90
127;"Body + Short Avião Cinza";Masculino;M - Bebê;;13.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recgMRFJwSH0ig73X/fldknrxBWGyUjOsAV/attdAaHTu1nJjGIEy);1;R$23.18;50%;R$35.90
132;Body Diva Lilás ;Feminino;RN - Recém Nascido;;15.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recfnoUxIpAwSLKQY/fldknrxBWGyUjOsAV/attyDLSjQeoNiFIsH);1;R$7.33;100%;R$15.90
133;Body Mamãe Educa Rosa;Feminino;RN - Recém Nascido;;4867bbd1-42d2-43b1-83ff-dd794b23d2af.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reccg2qI7vl98OXez/fldknrxBWGyUjOsAV/att4KZbMfuxxEVdEA);1;R$5.24;180%;R$15.90
134;Body Vovó Pink;Feminino;RN - Recém Nascido;;14.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec6DUXBi34CtcXCg/fldknrxBWGyUjOsAV/attFWGk4ur6AUJDmO);1;R$7.33;100%;R$15.90
143;Macacão Céu Azul;Unisex;P - Bebê;;4.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDSnQXTQIhBsLe7/fldknrxBWGyUjOsAV/attd1NXLZrPCzFG3k);1;R$18.86;50%;R$28.90
135;Body Manga Longa Vermelho Estrelas;Feminino;RN - Recém Nascido;;D92A5320-454C-4ADE-A679-8F386ABDE204.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec8hErcirvl5NZqJ/fldknrxBWGyUjOsAV/attXlPi6MOHG0qLBH);1;R$9.33;60%;R$15.90
144;Macacão Céu Azul;Unisex;M - Bebê;;4.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recjR8NrK5LMkAivE/fldknrxBWGyUjOsAV/attd1NXLZrPCzFG3k);1;R$18.86;50%;R$28.90
146;"Macacão Branco Frase";Unisex;P - Bebê;;16.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recDe9VBVFrlVuLCW/fldknrxBWGyUjOsAV/att4S2TSLDC3aUqE1);1;R$13.62;72%;R$23.90
147;"Macacão Branco Frase";Unisex;M - Bebê;;16.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recHwejY5zZ2neiHF/fldknrxBWGyUjOsAV/att4S2TSLDC3aUqE1);1;R$13.62;72%;R$23.90
156;"Macacão Longo Gato Colorido";Unisex;M - Bebê;;10.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/reckLmaAogovCoj1U/fldknrxBWGyUjOsAV/attIW7U9J1L7FJDMo);1;R$17.77;85%;R$33.90
171;Macacão Tricô Listrado Nuvem - Chandra;Feminino;P - Bebê;;macacao_listrado_tamanho_p_chandra_3751_variacao_19037_1_3cf4c7248b19aa032afa13ddd9632e2b.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recnGQCZgNA04yUkN/fldknrxBWGyUjOsAV/attm3L48f7Vg8MJhR);1;R$59.15;50%;R$89.90
173;Macacão de Tricô com Naninha - Zumm Caramelo;Feminino;P - Bebê;;BBB-3070-rosa.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recAFCwULZka8c56y/fldknrxBWGyUjOsAV/attesBUB1dmnPy3Pd);1;R$65.49;44%;R$94.90
194;Kit Meia Sapatilha 2Pares 1700 - Puma;Feminino;21 a 24;Sortida;img_1019.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recLhp5zzphlQKfu7/fldknrxBWGyUjOsAV/atthhyhv1Q344kECO);1;R$10.35;85%;R$19.90
202;Polo Manga Curta Lisa 5999-M - Brincar é Arte;Masculino;M - Bebê;Cinza;brincar_e_arte_5999_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recZhhw79BHzugTXc/fldknrxBWGyUjOsAV/attOOSbYuIk88sOeE);1;R$12.98;60%;R$21.90
206;Conjunto Feminino Blusa Estampa Sorvete e Bermuda 34288 - Brandili;Feminino;1 Ano;Rosa;brandili_34288_1.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/rec2CbTkJH2LrijI0/fldknrxBWGyUjOsAV/attzFzpxTexXerBRT);1;R$22.19;50%;R$33.90
214;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;Unisex;Unico;Amarelo;beth_bebe_9621_3_.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recIiIxpDMRxVgaYZ/fldknrxBWGyUjOsAV/attxdqv93hlRkwMP9);1;R$16.89;50%;R$25.90
216;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;Masculino;Unico;Azul;;1;R$16.89;50%;R$25.90
217;Kit Touca, Luva Bebê 2Peças Liso 9621 Tamanho Único - Beth Bebê;Feminino;Unico;Rosa;beth_bebe_9621.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recwTHltGf7akTbxM/fldknrxBWGyUjOsAV/attApLsszLM99Txq7);1;R$16.89;50%;R$25.90
257;"Vestido Floresta Rosa";Feminino;2 Anos;;153255524_339686814001729_7618257137823081885_n.jpg (https://airtable.com/appSNyLz7926ZjOoy/tblZ3LajayOokAYnN/recntwFmzP0KfHzqb/fldknrxBWGyUjOsAV/attRyCyuHEQwsldTc);1;R$37.89;50%;R$57.90
